"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","url_good","mode"
"1363",1363,"T-DF0100-0332"," BLVD. ADOLFO LOPEZ MATEOS, ALVARO OBREGON","Departamento en Venta",800000,"MXN",38,38,1,1,19.3654,-99.19125,"ALFONSO XIII","ALVARO OBREGON","CDMX","Departamento en planta baja, 38m2 aproximadamente, 1 recamara con closet, 1 baño, sala comedor,  cocina equipada.","https://tecnocasa.mx/detalle-inmueble.php?v=41743","Venta"
"1364",1364,"T-DF0066-0466"," OTE 243, IZTACALCO","Departamento en Venta",800000,"MXN",40,40,1,1,19.39746,-99.07136,"AGRICOLA ORIENTAL","IZTACALCO","CDMX","Departamento de 40 m2 ubicado en primer nivel, cuenta con estancia sala-comedor, cocina, 1 recamara, un baño completo, área de lavado y tendido y un lugar de estacionamiento. Ubicado a dos calles de rojo Gómez, esquina con Sur 12. En excelente ubicación, cercano a plaza comercial, escuelas, transporte.","https://tecnocasa.mx/detalle-inmueble.php?v=40792","Venta"
"1365",1365,"T-DF0115-0282"," CDA OLMOS, XOCHIMILCO","Terreno en Venta",800000,"MXN",200,200,NA,NA,19.27137,-99.11691,"AMPLIACION SAN MARCOS NORTE","XOCHIMILCO","CDMX","Terreno de 200 metros cuadrados (10m de frente x 20m de fondo), cuenta con drenaje, toma de agua, en zona habitacional totalmente urbanizada, calle pavimentada, banqueta, cerca de avenida principal. Cuenta con escrituras, predial, numero oficial, uso de suelo habitacional.

PRECIO A TRATAR","https://tecnocasa.mx/detalle-inmueble.php?v=40062","Venta"
"1366",1366,"T-DF0076-0547"," AV CEYLAN, AZCAPOTZALCO","Departamento en Venta",800000,"MXN",40,40,1,1,19.48244,-99.16536,"SAN MARCOS","AZCAPOTZALCO","CDMX","Departamento de 40 m2 en segundo piso, 1 recámara, sala comedor, Cocina, baño. jaula de tendido.","https://tecnocasa.mx/detalle-inmueble.php?v=40429","Venta"
"1367",1367,"T-DF0007-0292"," TROJES, IZTAPALAPA","Departamento en Venta",750000,"MXN",29,29,1,1,19.35534,-99.10977,"MINERVA","IZTAPALAPA","CDMX","Departamento remodelado de 29m2 de construcción, consta de 1 recamara amplia, 1 baño completo, sala, comedor, cocina equipada, cuarto de lavado y tendido, gas estacionario sin lugar de estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=40670","Venta"
"1368",1368,"T-DF0078-0384"," JUAN N. MIRAFUENTES, IZTACALCO","Departamento en Venta",749999,"MXN",40,40,1,1,19.39646,-99.11744,"LOS REYES","IZTACALCO","CDMX","Depto de una recamara, estancia de sala, comedor, cocina equipada, segundo nivel, listo para habitar, vias de comunicación cercanas, viaducto piedad, congreso de la unión, plutarco elias calles y esta a 5 min de metrobus y metro coyuya.","https://tecnocasa.mx/detalle-inmueble.php?v=39099","Venta"
"1369",1369,"T-DF0118-0166"," JUAN DE DIOS PEZA, IZTAPALAPA","Departamento en Venta",700000,"MXN",50,50,2,1,19.3132477066867,-99.0686620662178,"GRANJAS ESTRELLA","IZTAPALAPA","CDMX","Departamento de 50 m2, sala, comedor, cocina integral, 2 recamaras, área de lavado, 1 cajón de estacionamiento, ubicado en unidad con vigilancia las 24 horas.","https://tecnocasa.mx/detalle-inmueble.php?v=26858","Venta"
"1370",1370,"T-DF0068-0068"," ACUEDUCTO 119, XOCHIMILCO","LOCAL COMERCIAL",650000,"MXN",60,60,NA,NA,19.2466585180066,-99.1141045314052,"SANTIAGO TEPALCATLALPAN","XOCHIMILCO","CDMX","LOCAL COMERCIAL EN UH LORETO, SUPERFICIE DE 37 m2, CON APERTURA A PONER CUALQUIER GIRO COMERCIAL UBICADO EN ZONA HABITACIONAL CON MAS DE 300 DEPARTAMENTOS , CERCA FAD, DEPORTIVO XOCHIMILCO, PROMECO, TRANSPORTE A TODA LA CIUDAD, ALTA AFLUENCIA PEATONAL EN LA ZONA","https://tecnocasa.mx/detalle-inmueble.php?v=40260","Venta"
"1371",1371,"T-DF0109-0013"," RETORNO 24 DE AVENIDA DEL TALLER, VENUSTIANO CARRANZA","LOCAL COMERCIAL",600000,"MXN",23,23,NA,1,19.4128986442282,-99.103202432888,"JARDIN BALBUENA","VENUSTIANO CARRANZA","CDMX","Excelente local comercial recién remodelado, que consta de 23 mt2,  super bien ubicado","https://tecnocasa.mx/detalle-inmueble.php?v=34703","Venta"
"1372",1372,"T-DF0027-0452"," TEPEAPULCO, IZTAPALAPA","Departamento en Venta",550000,"MXN",50,50,3,1,19.37104,-99.13227,"SAN ANDRES TETEPILCO","IZTAPALAPA","CDMX","Departamento en venta, tres recamaras (sin closet), sala comedor, área de cocina, baño completo, àrea de lavado integrada. Primer piso a remodelar.","https://tecnocasa.mx/detalle-inmueble.php?v=36660","Venta"
"1373",1373,"T-DF0104-0352"," RICARDO MONJES LOPEZ, COYOACAN","LOCAL COMERCIAL",550000,"MXN",25,25,NA,NA,19.30775,-99.15816,"EDUCACION","COYOACAN","CDMX","SE VENDE/TRASPASA LOCAL COMERCIAL EXCELENTES CONDICIONES, INTERIOR DEL MERCADO EDUCACION,CUENTA CON LOS PERMISOS CORRESPONDIENTES,SIN MUEBLES,TIENE COMO GIRO ORIGINAL REPARACION DE APARATOS ELECTRICOS,VENTA DE PIEZAS Y ACCESORIOS EL GIRO SE PUEDE CAMBIAR,ACTUALMENTE FUNGE COMO PALETERIA Y NEVERIA ","https://tecnocasa.mx/detalle-inmueble.php?v=39341","Venta"
"1374",1374,"T-DF0012-0381"," JOSE MARTI, MIGUEL HIDALGO","LOCAL COMERCIAL",550000,"MXN",5,5,NA,NA,19.40214,-99.17709,"ESCANDON II SECCION","MIGUEL HIDALGO","CDMX","Local comercial de 5 m2 cuenta con un tapanco para guardar cosas que funciona como un pequeño almacén en una zona con mucha afluencia de gente.","https://tecnocasa.mx/detalle-inmueble.php?v=39629","Venta"
"1375",1375,"T-DF0012-0382"," JOSE MARTI, MIGUEL HIDALGO","LOCAL COMERCIAL",550000,"MXN",5,5,NA,NA,19.40214,-99.17709,"ESCANDON II SECCION","MIGUEL HIDALGO","CDMX","Excelente oportunidad de inversión local en venta en uno de los mercados mas concurridos de la ciudad cuenta con buen espacio y muy bien ubicado al centro del mercado con autorización de giro frutas y verduras chiles secos ","https://tecnocasa.mx/detalle-inmueble.php?v=39668","Venta"
"1376",1376,"T-DF0068-0052"," MAIZ, XOCHIMILCO","LOCAL COMERCIAL",440000,"MXN",27,27,NA,1,19.2522904932528,-99.1067791288359,"SANTIAGO TEPALCATLALPAN","XOCHIMILCO","CDMX","LOCAL COMERCIAL Y/O BODEGA  EN PLAZA XOCHIMILCO 1ER PISO CUENTA CON 1/2 BAÑO, BARRA DE SERVICIO, CON APERTURA A PONER CUALQUIER GIRO COMERCIAL UBICADO EN ZONA TRANSITADA, CERCA FAD, DEPORTIVO XOCHIMILCO, PROMECO, TRANSPORTE A TODA LA CIUDAD, ALTA AFLUENCIA PEATONAL EN LA ZONA!!","https://tecnocasa.mx/detalle-inmueble.php?v=39003","Venta"
"1377",1377,"T-DF0018-0085"," AV. ADOLFO LOPEZ MATEOS, TLALNEPANTLA DE BAZ","EDIFICIO",120000,"MXN",600,600,NA,NA,19.5208192702498,-99.2419099036673,"JARDINES BELLAVISTA","TLALNEPANTLA DE BAZ","EDOMEX","EDIFICIOS PARA OFICINAS CON 3 PISOS,

ESTACIONAMIENTO PROPIO, SALA DE JUNTAS 

RECIBIDOR Y PRIVADOS.

CUENTA CON CASETA DE VIGILANCIA Y CIRCUITO CERRADO DE CAMARAS.","https://tecnocasa.mx/detalle-inmueble.php?v=30470","Renta"
"1378",1378,"T-DF0141-0031"," AV. GUSTAVO BAZ PRADA, NAUCALPAN DE JUAREZ","LOCAL COMERCIAL",35000,"MXN",250,250,NA,2,19.4978499530603,-99.2260048072849,"COLON ECHEGARAY","NAUCALPAN DE JUAREZ","EDOMEX","LOCAL COMERCIAL EN ECHEGARAY SOBRE AV. GUSTAVO BAZ, MAS DE 180M2, ENTRADA Y PLANTA BAJA A NIVEL DE CALLE CON 2 MEDIOS BAÑOS, AMPLIO FRENTE, SEGUNDO PISO CON 2 DESNIVELES ADICIONALES, BODEGA, ESTACIONAMIENTO DEL CORREDOR COMERCIAL COMPARTIDO CON LOS DEMÁS LOCALES.","https://tecnocasa.mx/detalle-inmueble.php?v=34894","Renta"
"1379",1379,"T-DF0141-0038"," AV. GUSTAVO BAZ PRADA, NAUCALPAN DE JUAREZ","OFICINA",26000,"MXN",150,150,NA,2,19.49557,-99.22702,"HACIENDA DE ECHEGARAY","NAUCALPAN DE JUAREZ","EDOMEX","OFICINAS REMODELADAS CON 3 PRIVADOS, RECEPCIÓN, SALA DE JUNTAS, ARCHIVEROS, ALACENA Y 2 MEDIOS BAÑOS EN AV PRINCIPAL.","https://tecnocasa.mx/detalle-inmueble.php?v=36186","Renta"
"1380",1380,"T-DF0018-0054"," ANDES, NAUCALPAN DE JUAREZ","Casa en Venta",25000,"MXN",180,180,3,4,19.516330579209,-99.2637787997182,"LOMAS VERDES 4A SECCION","NAUCALPAN DE JUAREZ","EDOMEX","Casa con excelente ubicación cercana a avenidas principales. Cuenta con 4 recámaras con excelente espacio e iluminación, 4 baños completos y 1 medio baño,  gran espacio para sala y comedor, cocina integral, 1 estudio, cuarto de lavado y tendido, jardín, terraza y estacionamiento para 3 vehículos.","https://tecnocasa.mx/detalle-inmueble.php?v=24800","Renta"
"1381",1381,"T-DF0017-0136"," GARDENIAS, TLALNEPANTLA DE BAZ","CASA EN CONDOMINIO",22500,"MXN",250,250,3,2,19.527204,-99.233033,"EX-HACIENDA DE SANTA MONICA","TLALNEPANTLA DE BAZ","EDOMEX","Casa en calle carrada con vigilancia, compuesta por 3 recamaras con closet (principal con baño completo con jacuzzi y vestidor), sala-comedor, cocina integral con barra desayunadora, 2 y medio baños, 3 estacionamientos, cuarto de lavado, bodega.

 A espaldas del centro comercial Mundo E.

 A 5 minutos de periférico y la Av. Adolfo Lopez Mateos

","https://tecnocasa.mx/detalle-inmueble.php?v=40729","Renta"
"1382",1382,"T-DF0049-0405"," MISION DE SAN JAVIER, NAUCALPAN DE JUAREZ","Casa en Venta",20000,"MXN",142,142,3,2,19.49651,-99.25042,"MISIONES","NAUCALPAN DE JUAREZ","EDOMEX","Casa amueblada en renta. Cerca de avenida lomas verdes, cuenta con 3 recamaras con closet, 2 1/2 baños, sala y comedor corridos, cocina integral, área de lavado, cuarto de servicio con baño completo, bodega, jardín y un espacio de estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=41566","Renta"
"1383",1383,"T-DF0017-0140"," SOR JUANA INES DE LA CRUZ, TLALNEPANTLA DE BAZ","Departamento en Venta",16500,"MXN",89,89,2,2,19.51766,-99.19229,"LOS REYES IXTACALA 1RA. SECCION","TLALNEPANTLA DE BAZ","EDOMEX","Cómodo y muy iluminado departamento ubicado en el 8to. piso de Residencial Tlalnepantla, dentro del conjunto Plaza Tlalne Fashion Mall. Cuenta con dos recámaras, la principal con vestidor y baño. Cocina integral abierta con barra y cuarto de lavado. La renta incluye el mantenimiento y cuenta con amenidades como alberca, jardines con juegos infantiles, sala de adultos, gimnasio, salón de eventos, vigilancia las 24 horas.","https://tecnocasa.mx/detalle-inmueble.php?v=41506","Renta"
"1384",1384,"T-DF0017-0135"," TULIPANES, TLALNEPANTLA DE BAZ","Casa en Venta",15000,"MXN",150,150,4,2,19.53201,-99.22202,"LAS MARGARITAS","TLALNEPANTLA DE BAZ","EDOMEX","Casa en renta con excelente ubicación. 1ra planta con sala comedor, cocina integral, baño completo y patio trasero con espacio de lavado. En la 2da planta se encuentran 4 recámaras con baño completo compartido y cuarto de servicio con baño independiente. Inmueble se encuentra en calle cerrada y a 5 minutos de periférico.","https://tecnocasa.mx/detalle-inmueble.php?v=40728","Renta"
"1385",1385,"T-DF0141-0062"," TENANCINGO, NAUCALPAN DE JUAREZ","Departamento en Venta",14000,"MXN",140,140,2,2,19.49177,-99.22476,"COLON ECHEGARAY","NAUCALPAN DE JUAREZ","EDOMEX","DEPARTAMENTO NUEVO, RESIDENCIAL, VIGILANCIA 24 HRS, ACCESO CON CONTROL REMOTO, 140 M2, 2 RECÁMARAS 1 CUENTA CON BAÑO COMPLETO, 1 BAÑO COMPLETO, CUARTO DE SERVICIO, SALA, COMEDOR, COCINA INTEGRAL, ÁREA DE ROOF GARDEN, 2 LUGARES DE ESTACIONAMIENTO.","https://tecnocasa.mx/detalle-inmueble.php?v=42101","Renta"
"1386",1386,"T-DF0018-0148"," MEXICO NUEVO, ATIZAPAN DE ZARAGOZA","CASA EN CONDOMINIO",13500,"MXN",0,0,3,1,19.52351,-99.25539,"RANCHO CASTRO","ATIZAPAN DE ZARAGOZA","EDOMEX","Renta de Casa en condominio con seguridad las 24 hrs, con jardín propio y jardín comunal , casa con 3 recámaras muy amplias , sala , comedor , cocina integral, área de lavado , 1 baño completo y 1/2 baño 

Recién pintada y lista para ser habitada!

","https://tecnocasa.mx/detalle-inmueble.php?v=41685","Renta"
"1387",1387,"T-DF0055-0065"," LAGO GARDA, NAUCALPAN DE JUAREZ","Departamento en Venta",12000,"MXN",73,73,2,2,19.47788,-99.23294,"CIUDAD SATELITE","NAUCALPAN DE JUAREZ","EDOMEX","Departamento completamente nuevo en City Esmeralda, consta de dos recamaras con closet, dos baños completos, sala-comedor, cocina integral con barra desayunadora, área de lavado y dos lugares de estacionamiento. Vigilancia las 24 horas ","https://tecnocasa.mx/detalle-inmueble.php?v=41951","Renta"
"1388",1388,"T-DF0055-0045"," CIRCUITO PUERICULTORES, NAUCALPAN DE JUAREZ","OFICINA",8500,"MXN",35,35,NA,1,19.51314,-99.22873,"CIUDAD SATELITE","NAUCALPAN DE JUAREZ","EDOMEX","Oficina de uso comercial de 38 metros cuadrados, se encuentra a 3 minutos de plaza satélite.","https://tecnocasa.mx/detalle-inmueble.php?v=39110","Renta"
"1389",1389,"T-DF0055-0052"," FEDERICO TOMAS DE LA CHICA, NAUCALPAN DE JUAREZ","OFICINA",7000,"MXN",20,20,NA,NA,19.51349,-99.23195,"CIUDAD SATELITE","NAUCALPAN DE JUAREZ","EDOMEX","Oficina de 20 m2 con baño y sala de espera compartido, cuenta con seguridad las 24 horas y cámaras de seguridad, además de tener una excelente ubicación comercial.","https://tecnocasa.mx/detalle-inmueble.php?v=39957","Renta"
"1390",1390,"T-DF0138-0019"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",224175,"MXN",735,735,NA,4,19.4258427258596,-99.1769136168231,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 735 m2 cuenta con: recepción, 18 espacios privados, 4 salas de juntas, 4 baños,  2  coffee zone.","https://tecnocasa.mx/detalle-inmueble.php?v=32039","Renta"
"1391",1391,"T-DF0138-0075"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",183000,"MXN",600,600,NA,1,19.425912894456,-99.1770931876236,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 600 m2, cuenta con 19 oficinas, 2 archiveros, 2 baños, 1 coffe zone. Alrededor se encuentra, banco, restaurantes, tiendas, parques. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32270","Renta"
"1392",1392,"T-DF0138-0078"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",183000,"MXN",600,600,NA,2,19.4259065488696,-99.1770967460079,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 600 m2, cuenta con recepción, archivero, oficinas privadas, oficina principal, sala de juntas, una coffe zone, 6 estacionamientos. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32273","Renta"
"1393",1393,"T-DF0138-0079"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",183000,"MXN",600,600,NA,4,19.4259124916664,-99.1771030872092,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 600 m2, cuenta con, recepcion, oficina principal cuent con baño, 9 oficinas privadas, 1 sala de juntas, un espacio para archiveros, 1 comedor, 3 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32274","Renta"
"1394",1394,"T-DF0138-0033"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",183000,"MXN",600,600,NA,3,19.4260517606451,-99.1770025793116,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina con 600 m2 cuenta con: 1 recepción,

15 oficinas privadas, 3 baños, 3 espacios para archiveros, 1 Coffe Zone, dos salidas de evaluación ","https://tecnocasa.mx/detalle-inmueble.php?v=32098","Renta"
"1395",1395,"T-DF0138-0062"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",183000,"MXN",600,600,NA,2,19.4260396405097,-99.1770020980454,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA CON 600 M2, CUENTA CON, RECEPCION, 6 OFICINAS PRIVADAS, SALA DE JUNTAS, UNA BODEGA, UN ESPACIO PARA ARCHIVEROS, 2 BAÑOS ","https://tecnocasa.mx/detalle-inmueble.php?v=32255","Renta"
"1396",1396,"T-DF0138-0063"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",180000,"MXN",600,600,NA,2,19.4260550807002,-99.1770008516255,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 600 M2, CUENTA CON, RECEPCION, OFICINA PRINCIPAL CUENTA BAÑO, 7 OFICINAS PRIVADAS, 4 ESPACIOS PARA ESCRITORIOS, SALA DE JUNTAS, UN ESPACIO PARA ARCHIVEROS, COFFEE ZONE, 2 BAÑOS ","https://tecnocasa.mx/detalle-inmueble.php?v=32256","Renta"
"1397",1397,"T-DF0138-0021"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",179000,"MXN",589,589,NA,2,19.4258520319246,-99.1769120230812,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 589 m2, cuenta con: 14 Oficinas privadas, sala de juntas, 2 baños,  1 cooffee zona, elevador a piso, vigilancia. ","https://tecnocasa.mx/detalle-inmueble.php?v=32044","Renta"
"1398",1398,"T-DF0138-0069"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",161000,"MXN",530,530,NA,3,19.4258501974786,-99.1769054192623,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 530 m2, cuenta con, recepción, 11 oficinas privadas, 2 sala de juntas, espacio para archivero,1 comedor, 3 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32264","Renta"
"1399",1399,"T-DF0138-0048"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",152000,"MXN",500,500,NA,3,19.4258397662956,-99.1769039843389,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 500 M2, CUENTA CON 10 OFICINAS PRIVADAS, 3 BAÑOS (1 BAÑO PRIVADO), 1 ÁREA COMÚN, 1 CUARTO DE SERVICIO, COFFEE ZONE.","https://tecnocasa.mx/detalle-inmueble.php?v=32190","Renta"
"1400",1400,"T-DF0045-0596"," ARIZONA, BENITO JUAREZ","EDIFICIO",125000,"MXN",550,550,NA,NA,19.39455,-99.17533,"NAPOLES","BENITO JUAREZ","CDMX","Excelente edificio en renta cerca del WTC, Insurgentes, restaurantes, bancos, consta de: 550m2, 6 baños, 6 estacionamientos, 3 niveles ","https://tecnocasa.mx/detalle-inmueble.php?v=41598","Renta"
"1401",1401,"T-DF0138-0070"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",114000,"MXN",374,374,NA,3,19.4258877919741,-99.1768326560377,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 374 m2, cuenta con, 5 oficinas privadas, 3 salas de juntas, cuarto para archiveros, 3 cubiculos, 3 baños, coffee zone. Alrededor se encuentra, banco, restaurantes, tiendas, parques","https://tecnocasa.mx/detalle-inmueble.php?v=32265","Renta"
"1402",1402,"T-DF0045-0553"," LOUSIANA, BENITO JUAREZ","EDIFICIO",110000,"MXN",NA,NA,NA,NA,NA,NA,NA,NA,"CDMX","EDIFICIO PARA OFICINAS DE TRES NIVELES, EXCELENTE UBICACIÓN. CADA PISO CUENTA CON BAÑO, 4 ESTACIONAMIENTOS, DOS TERRAZAS PRIVADAS, COCINA EQUIPADA, SALA DE JUNTAS, 8 PRIVADOS","https://tecnocasa.mx/detalle-inmueble.php?v=38137","Renta"
"1403",1403,"T-DF0138-0050"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",107000,"MXN",352,352,NA,2,19.4258443083366,-99.1769056588485,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 352 M2, CUENTA CON 9 OFICINAS PRIVADAS, 1 ARCHIVERO, 1 CUARTO DE SERVICIO, 1 COCINETA, 2 BAÑOS","https://tecnocasa.mx/detalle-inmueble.php?v=32193","Renta"
"1404",1404,"T-DF0138-0077"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",106000,"MXN",348,348,NA,3,19.4259203142054,-99.1771267989293,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 348 m2, recepcion, cuenta con 8 oficinas privadas, 1 oficinas principal con baño, sala de juntas, comedor, 3 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32272","Renta"
"1405",1405,"T-DF0041-0117"," AV. SAN JERONIMO, LA MAGDALENA CONTRERAS","Terreno en Venta",100000,"MXN",450,450,NA,NA,19.31739,-99.23726,"LOMAS QUEBRADAS","LA MAGDALENA CONTRERAS","CDMX","EXCELENTE OPORTUNIDAD!! TERRENO EN RENTA DE 639M2.

CUENTA CON INSTALACIONES ADECUADAS PARA  JARDÍN DE NIÑOS O BIEN PARA CUALQUIER GIRO COMERCIAL.

UBICACIÓN EN AV. SAN JERÓNIMO ESQUINA CON AV. LUIS CABRERA. A UNA CUADRA DE LA SUPERVÍA. ","https://tecnocasa.mx/detalle-inmueble.php?v=39526","Renta"
"1406",1406,"T-DF0138-0189"," GALILEO, MIGUEL HIDALGO","Departamento en Venta",100000,"MXN",270,270,4,4,19.43268,-99.19266,"POLANCO V SECCION","MIGUEL HIDALGO","CDMX","Bonito departamento ubicado en el corazon de polanco muy amplio y con una excelente iluminacion, recien remodelado y el area de roof garden esta amueblado ","https://tecnocasa.mx/detalle-inmueble.php?v=42094","Renta"
"1407",1407,"T-DF0138-0032"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",93900,"MXN",308,308,NA,3,19.4260537327557,-99.1770017572853,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 308 m2, cuenta con 3 baños 2 espacios para archiveros, 5 espacios de oficinas privadas, una sala de juntas, coffee zone, terraza ","https://tecnocasa.mx/detalle-inmueble.php?v=32096","Renta"
"1408",1408,"T-DF0138-0055"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",93000,"MXN",308,308,NA,2,19.4258541865451,-99.1769119492083,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 308 M2, CUENTA CON 4 OFICINAS AMPLIAS, 2 ESTANCIAS, 1 BAÑO, COFFEE ZONE","https://tecnocasa.mx/detalle-inmueble.php?v=32202","Renta"
"1409",1409,"T-DF0138-0072"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",88000,"MXN",290,290,NA,1,19.4258309832681,-99.1768180165199,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 290 m2, cuenta con 6 oficinas privadas, 1 sala de juntas, 1 oficina principal, 1 archivero. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32267","Renta"
"1410",1410,"T-DF0138-0058"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",88000,"MXN",289,289,NA,1,19.4260497209553,-99.1769992508533,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 289 M2, RECEPCION, CUENTA CON 5 OFICINAS, 2 SALA DE JUNTAS, 1 COFFE ZONE, OFICINA PRINCIPAL CON ENTRADA INDEPENDIENTE, 1 ESPACIO PARA ARCHIVERO,","https://tecnocasa.mx/detalle-inmueble.php?v=32249","Renta"
"1411",1411,"T-DF0138-0049"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",83000,"MXN",275,275,NA,2,19.4258462682811,-99.1769070011489,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 275 M2, CUENTA CON 7 OFICINAS PRIVADAS, 3 ARCHIVEROS, 1 ÁREA DE COMIDA, 2 BAÑOS. ","https://tecnocasa.mx/detalle-inmueble.php?v=32192","Renta"
"1412",1412,"T-DF0138-0051"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",75000,"MXN",248,248,NA,1,19.4258479704317,-99.1769089269453,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 248, CUENTA CON: UNA ESTACIA AMPLIA, 3 OFICINAS PRIVADAS, 1 AÑO, COFE ZONE","https://tecnocasa.mx/detalle-inmueble.php?v=32194","Renta"
"1413",1413,"T-DF0138-0056"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",75000,"MXN",247,247,NA,2,19.4258467902363,-99.176912724486,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 247 M2, CON 9 OFICINAS PRIVADAS, BAÑOS 2 ESPACIOS PARA ARCHIVEROS, COFE ZONE","https://tecnocasa.mx/detalle-inmueble.php?v=32203","Renta"
"1414",1414,"T-DF0088-0418"," GABINO BARREDA, CUAUHTEMOC","LOCAL COMERCIAL",75000,"MXN",450,450,NA,1,19.43745,-99.1639,"SAN RAFAEL","CUAUHTEMOC","CDMX","Local comercial en esquina con 3 cortinas y a pie de calle cuenta con 450 m2 los cuales se pueden adaptar a su tipo de negocio, cuenta con un baño y esta en el centro de la colonia San Rafael vías de acceso como lo Insurgentes, Reforma, Sullivan y San Cosme.","https://tecnocasa.mx/detalle-inmueble.php?v=40420","Renta"
"1415",1415,"T-DF0138-0076"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",73810,"MXN",242,242,NA,2,19.4259099527615,-99.1770984056074,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 242 m2, recepción, estancia amplia, cuenta con, 6 oficinas privadas, 1 sala de juntas, 2 espacios para archiveros, 2 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32271","Renta"
"1416",1416,"T-DF0138-0065"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",73000,"MXN",209,209,NA,2,19.4260503967127,-99.1770000507021,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA 209, CUENTA CON, 6 OFICINAS PRIVADAS, UNA OFICINAS PRINCIPAL CON BAÑO, 1 SALA DE JUNTAS, ESPACIO PARA ARCHIVERO, 2 BAÑOS.","https://tecnocasa.mx/detalle-inmueble.php?v=32258","Renta"
"1417",1417,"T-DF0138-0080"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",71000,"MXN",233,233,NA,2,19.4259034725769,-99.1770932046196,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 233 m2, cuenta con, un ofcina principal con entrada independiente, 6 oficinas privadas, sala de juntas, bodega de seguridad, 2 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32275","Renta"
