"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","url_good","mode"
"1418",1418,"T-DF0138-0131"," SUDERMANN, MIGUEL HIDALGO","Departamento en Venta",70000,"MXN",300,300,3,3,19.4317395494939,-99.1842422964219,"POLANCO V SECCION","MIGUEL HIDALGO","CDMX","DEPARTAMENTO A SOLO UN EDIFICIO DE MASARYK, MUY AMPLIO, CON EXCELENTE ILUMINACION Y PERSIANAS BLACK OUT. CON TODOS LOS SERVICIOS CERCA, RODEADO DE RESTAURANTES, TIENDAS DE CONVENIENCIA, FARMACIAS, COLEGIOS, HOSPITAL, MUSEOS, CENTROS COMERCIALES. CUENTA CON EXCELENTE VISTA Y COMODO BALCON","https://tecnocasa.mx/detalle-inmueble.php?v=35841","Renta"
"1419",1419,"T-DF0056-0020"," PRIVADA ARCE, CUAUHTEMOC","EDIFICIO",70000,"MXN",0,0,NA,NA,19.4178920366272,-99.14594072994,"DOCTORES","CUAUHTEMOC","CDMX","Edificio en renta:

Planta baja: Tres cubículos aproximadamente de 6x5, dos baños, recepción.

Primer piso: Cinco cubículos, recepción, baños.

Segundo piso: Cinco cubículos, oficina privada, dos baños, recepción.

Tercer piso: Auditorio.

Amenidades del edificio: Elevador, rampa para discapacitados, cisterna, lavabos.

Avenidas Cercanas: Niños héroes, Av Cuauhtémoc, Vertiz, Eje 3, Eje central

Servicios: Tiendas, bancos, farmacias, hospital, juzgados, parques, restaurantes.

","https://tecnocasa.mx/detalle-inmueble.php?v=35079","Renta"
"1420",1420,"T-DF0039-0048"," TLAXCALA, CUAUHTEMOC","LOCAL COMERCIAL",70000,"MXN",100,100,NA,1,19.40659,-99.17125,"HIPODROMO CONDESA","CUAUHTEMOC","CDMX","EXCELENTE OPORTUNIDAD PARA INVERSION EN RENTA CUENTA CON UN ESPACIO DE 100 M2 EN PLANTA BAJA A PIE DE CALLE.","https://tecnocasa.mx/detalle-inmueble.php?v=38623","Renta"
"1421",1421,"T-DF0096-0294"," AV. MEXICO, ALVARO OBREGON","LOCAL COMERCIAL",69000,"MXN",600,600,NA,2,19.34117,-99.19974,"PROGRESO TIZAPAN","ALVARO OBREGON","CDMX","increible oportunidad de negocio!!! se renta local comercial con mas de 400 m2 de espacio, dispone de 4 estacionamientos frente a la entrada, cerca de escuelas, oficinas y hospitales Ideal para cualquier tipo de negocio ","https://tecnocasa.mx/detalle-inmueble.php?v=37381","Renta"
"1422",1422,"T-DF0138-0068"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",66000,"MXN",217,217,NA,2,19.4258558403838,-99.1768985249367,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 217 m2, 5 oficinas privadas, sala juntas, cuarto para archiveros, coffee, 2 baños. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32262","Renta"
"1423",1423,"T-DF0092-0485"," PROLONGACION DIVISION DEL NORTE, TLALPAN","LOCAL COMERCIAL",65800,"MXN",176,176,NA,2,19.29078,-99.131,"EX HACIENDA SAN JUAN DE DIOS","TLALPAN","CDMX","Local comercial en renta de 176M2 con tapanco aproximadamente de 120 M2.

con 2 baños, recepción  y 10 consultorios.

","https://tecnocasa.mx/detalle-inmueble.php?v=37696","Renta"
"1424",1424,"T-DF0061-0071"," PASEO DE LOS SAUCES, XOCHIMILCO","EDIFICIO",65000,"MXN",589,589,NA,NA,19.27357,-99.12241,"PASEOS DEL SUR","XOCHIMILCO","CDMX","Edificio de 4 niveles, excelente ubicación muy cercano a Preparatoria 1, conformado por muros divisorios de Tablaroca los cuales pueden ser retirados para tener espacios libres por nivel completo; actualmente se usa como gimnasio, el cual tiene 2 baños (hombres y mujeres, tercer y cuarto piso correspondiente), con regaderas, vestidores y lockers; escaleras dentro del inmueble, 2 salidas de emergencia y 6 cajones de estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=41062","Renta"
"1425",1425,"T-DF0138-0060"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",65000,"MXN",214,214,NA,NA,19.4260506968761,-99.1770079852366,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 214 M2, CUENTA CON, RECEPCION, 7 OFICINAS PRIVADAS, SALA DE JUNTAS, UN ESPACIO PARA ARCHIVEROS, COFFEE ZONE.","https://tecnocasa.mx/detalle-inmueble.php?v=32253","Renta"
"1426",1426,"T-DF0138-0034"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",63000,"MXN",209,209,NA,2,19.4260464075568,-99.1770022368137,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 209 m2, cuenta con: Recepcion, 6 espacios de oficinas privadas, 1 espacio para archiveros, 2 baños, Coffee Zone.","https://tecnocasa.mx/detalle-inmueble.php?v=32099","Renta"
"1427",1427,"T-DF0138-0071"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",62000,"MXN",203,203,NA,2,19.4259567214661,-99.1768931183723,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 203 M2, 5 OFICINAS PRIVADAS, 1 OFICINA PRINCIOAL, SALA DE JUNTAS, 2 BAÑOS, COFFEE ZONE. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32266","Renta"
"1428",1428,"T-DF0138-0083"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",61000,"MXN",202,202,NA,2,19.4259079445608,-99.1770979526802,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 202 m2, cuenta con recepcion, 9 oficinas privadas, 1 sala de juntas, 1 espacio para archiveros, coffee zone. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32296","Renta"
"1429",1429,"T-DF0148-0013"," INSURGENTES, CUAUHTEMOC","EDIFICIO",60000,"MXN",320,320,NA,NA,19.40895,-99.16777,"HIPODROMO CONDESA","CUAUHTEMOC","CDMX","120 Mtr, 4 OFICINAS, 3 1/2 BAÑOS, COCINETA,EXCELENTE UBICACION ","https://tecnocasa.mx/detalle-inmueble.php?v=40777","Renta"
"1430",1430,"T-DF0025-0149"," FUENTE DEL SABER, TLALPAN","Casa en Venta",60000,"MXN",600,600,4,4,19.30493,-99.22743,"FUENTES DEL PEDREGAL","TLALPAN","CDMX","Amplia casa en calle privada con acceso controlado y vigilancia las 24 horas. Cuenta con 4 recamaras, recamara principal con vestidor, 4 baños completos, 2 medios baños, sala, comedor, terraza, cantina, sala de TV, bodega, 3 lugares de estacionamiento, amplio jardín. Vías de acceso rápido, como principal periférico, a 5 minutos de plaza artz y hospital ángeles del pedregal.","https://tecnocasa.mx/detalle-inmueble.php?v=38554","Renta"
"1431",1431,"T-DF0033-0113"," FILOSOFIA Y LETRAS, COYOACAN","LOCAL COMERCIAL",60000,"MXN",300,300,NA,5,19.33458,-99.17806,"COPILCO UNIVERSIDAD","COYOACAN","CDMX","EXCELENTE LOCAL COMERCIAL DE GRAN TAMAÑO UBICADO EN LA ZONA MAS TRANSITADA DE COPILCO UNIVERSIDAD A UNOS PASOS DE CIUDAD UNIVERSITARIA Y METRO COPILCO , IDEAL PARA CUALQUIER TIPO DE GIRO O INVERSIÓN","https://tecnocasa.mx/detalle-inmueble.php?v=41727","Renta"
"1432",1432,"T-DF0138-0047"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",59000,"MXN",196,196,NA,2,19.4258485143862,-99.1769105873138,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 196 M2, CUENTA CON 5 OFICINAS PRIVADAS, 1 COFFE ZONE, 2 BAÑOS. ","https://tecnocasa.mx/detalle-inmueble.php?v=32189","Renta"
"1433",1433,"T-DF0138-0073"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",58600,"MXN",192,192,NA,NA,19.4258725088027,-99.1768451738862,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 192 m2, cuenta con 1 recepción, 2 salas de juntas y un espacio amplio para escritorios. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32268","Renta"
"1434",1434,"T-DF0138-0046"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",57000,"MXN",188,188,NA,1,19.4258490617564,-99.1769058312097,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 188 M2, CUENTA CON 4 OFICINAS, 1 RECEPCIÓN AMPLIA, 1 ESTANCIA,  1 BAÑO","https://tecnocasa.mx/detalle-inmueble.php?v=32188","Renta"
"1435",1435,"T-DF0112-0358"," MAR MEDITERRANEO, MIGUEL HIDALGO","LOCAL COMERCIAL",55000,"MXN",175,175,NA,1,19.45995,-99.1867,"TACUBA","MIGUEL HIDALGO","CDMX","Locales comerciales en renta de 175 m, consta de siete cortinas.","https://tecnocasa.mx/detalle-inmueble.php?v=38438","Renta"
"1436",1436,"T-DF0138-0041"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",55000,"MXN",183,183,NA,NA,19.4259081314506,-99.1770997048558,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 183 m2, cuenta con una oficina principal, 3 oficinas pequeñas, sala de juntas, una bodega, un espacio de archivero, un coffee zone, area comun.","https://tecnocasa.mx/detalle-inmueble.php?v=32111","Renta"
"1437",1437,"T-DF0037-0078"," AV. INSURGENTES SUR, ALVARO OBREGON","Departamento en Venta",55000,"MXN",282,282,3,4,19.35697,-99.1846,"GUADALUPE INN","ALVARO OBREGON","CDMX","Si lo que buscas en tu futuro hogar es seguridad para tu familia, lujo y espacio, entonces esta propiedad es ideal para ti. El departamento cuenta con 3 recámaras, cada una con baño integrado y vestidor, sistema inteligente de control de luz, sonido, aire acondicionado, audio y proyector de cine. ","https://tecnocasa.mx/detalle-inmueble.php?v=41334","Renta"
"1438",1438,"T-DF0068-0065"," AV. HERMENEGILDO GALEANA, XOCHIMILCO","LOCAL COMERCIAL",55000,"MXN",250,250,NA,3,19.25398,-99.09738,"BARRIO XALTOCAN","XOCHIMILCO","CDMX","Local comercial con 778m2 muy bien ubicado, ideal para casa de materiales, almacen, franquicia, etc. ","https://tecnocasa.mx/detalle-inmueble.php?v=40083","Renta"
"1439",1439,"T-DF0058-0313"," CALZADA DE MIRAMONTES, COYOACAN","Casa en Venta",55000,"MXN",180,180,NA,NA,19.33188,-99.13664,"AVANTE","COYOACAN","CDMX","Nave sobre avenida principal de aprox. 387Mts2 cuenta con dos oficinas y dos medios baños, bien ubicado, con avenidas como Canal de Miramontes, Calzada de Tlalpan, Av. Santa Ana, Calzada de la Virgen y Calzada Taxqueña","https://tecnocasa.mx/detalle-inmueble.php?v=38357","Renta"
"1440",1440,"T-DF0068-0075"," ROBLE, XOCHIMILCO","LOCAL COMERCIAL",55000,"MXN",1000,1000,NA,8,19.25843,-99.07971,"BARRIO SAN PEDRO","XOCHIMILCO","CDMX","Local comercial con mas de 1000m2 distribuidos en 2 plantas. P.B. 10 locales de 3x4 aproximadamente cada local con su propio baño, 1er nivel local de 500m2 en obra negra, cuenta con doble acceso, ideal para franquicias, se encuentra sobre avenida principal. ","https://tecnocasa.mx/detalle-inmueble.php?v=40692","Renta"
"1441",1441,"T-DF0010-0159"," AV. CENTENARIO, ALVARO OBREGON","OFICINA",53900,"MXN",510,510,NA,3,19.3659455598905,-99.1968572807904,"MERCED GOMEZ","ALVARO OBREGON","CDMX","DOS VIVINEDAS COMO OFICINAS EN RENTA CON SUPERFICE DE 600 M2 DE TERRENO, CUENTA CON DOS CASAS CON USO HABITACIONAL MIXTO Y 6 LUGARES DE ESTACIONAMIENTO DOS BODEGAS DE MUY BUEN TAMAÑO Y EN MUY BUENA UBICACION A 5 MINUTOS DE PERIFERICO BARANCA DEL MUERTO Y MIXCOAC SE PUEDE RENTAR POR SEPARADO ","https://tecnocasa.mx/detalle-inmueble.php?v=35583","Renta"
"1442",1442,"T-DF0092-0484"," PROLONGACION DIVISION DEL NORTE, TLALPAN","LOCAL COMERCIAL",51100,"MXN",148,148,NA,1,19.29078,-99.131,"EX HACIENDA SAN JUAN DE DIOS","TLALPAN","CDMX","Local comercial en renta planta baja 148m2, buen estado, un baño, un privado, tapanco aprox. 60m2","https://tecnocasa.mx/detalle-inmueble.php?v=37695","Renta"
"1443",1443,"T-DF0114-0339"," ENRIQUE PESTALOZZI, BENITO JUAREZ","Casa en Venta",50000,"MXN",450,450,4,2,19.39945,-99.15798,"NARVARTE PONIENTE","BENITO JUAREZ","CDMX","Casa en renta de 450m2 de construcción con 4 habitaciones con closet, 2 baños completos, 2 1/2 baños, sala, comedor, cocina integral, estudio, 4 estacionamientos, jardin, terraza, cuarto de servicio y cuarto de lavado.","https://tecnocasa.mx/detalle-inmueble.php?v=41562","Renta"
"1444",1444,"T-DF0064-0030"," RIO NIAGARA, CUAUHTEMOC","Casa en Venta",50000,"MXN",0,0,2,3,19.42933,-99.17132,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente casa en renta con 210m2, muy iluminada con 2 recamaras, sala, comedor, despacho, gimnasio, área de TV, cochera para 3 autos, patio muy amplio, patio, asador, cuarto de servicio, área de lavado, balcones, bodega, muy cerca de  reforma, Chapultepec e insurgentes.","https://tecnocasa.mx/detalle-inmueble.php?v=37820","Renta"
"1445",1445,"T-DF0077-0483"," SAN ANTONIO, BENITO JUAREZ","LOCAL COMERCIAL",50000,"MXN",150,150,NA,2,19.3855233205192,-99.1798120336471,"AMPLIACION NAPOLES","BENITO JUAREZ","CDMX","Excelente Local Comercial Sobre Eje 5, con uso de suelo comercial, cuenta con 152 metros, con opción de traspaso de bar, la zona con gran impacto comercial ","https://tecnocasa.mx/detalle-inmueble.php?v=35520","Renta"
"1446",1446,"T-DF0138-0176"," TENNYSON, MIGUEL HIDALGO","Departamento en Venta",50000,"MXN",320,320,3,3,19.42863,-99.19549,"POLANCO V SECCION","MIGUEL HIDALGO","CDMX","Departamento ubicado frente al parque Lincoln, con una excelente vista e iluminación natural en una zona muy tranquila de Polanco ","https://tecnocasa.mx/detalle-inmueble.php?v=40904","Renta"
"1447",1447,"T-DF0073-0250"," BAJIO, CUAUHTEMOC","LOCAL COMERCIAL",49000,"MXN",130,130,NA,1,19.40423,-99.16055,"ROMA SUR","CUAUHTEMOC","CDMX","Local comercial en renta, 130m². Ideal para restaurante.","https://tecnocasa.mx/detalle-inmueble.php?v=40896","Renta"
"1448",1448,"T-DF0138-0043"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",48000,"MXN",174,174,NA,NA,19.4257393679506,-99.1770200676825,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 174 m2 con, 3 oficinas privadas, una sala de juntas, baños en area comun","https://tecnocasa.mx/detalle-inmueble.php?v=32113","Renta"
"1449",1449,"T-DF0008-0473"," COYOACAN, BENITO JUAREZ","Departamento en Venta",46000,"MXN",410,410,5,6,19.38755,-99.167,"DEL VALLE CENTRO","BENITO JUAREZ","CDMX","Departamento PH en la del Valle.



Excelente departamento de 406 m2 en 2 niveles distribuidos en:



1 nivel (204 m2)

-3 habitaciones con vestidor y baño completo

-1 Estudio

- 1/2 baño para visitas

- Sala

- Comedor

- Cocina integral con isla

-Cuarto de servicio con baño completo

- Balcón en todas las habitaciones



2 nivel (100 m2)

-Habitación de huespedes con vestidor y baño

-1/2 baño

- Family Room



Amenidades:



100 m2 Roof Garden privado con pérgola y Zona de asador, elevador, 3 estacionamientos, CCTV, Vigilancia 24/7. ","https://tecnocasa.mx/detalle-inmueble.php?v=41904","Renta"
"1450",1450,"T-DF0138-0022"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",45500,"MXN",149,149,NA,1,19.4258455601392,-99.1769093973822,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 149 m2, cuenta con: Recepción, 5 oficinas privadas, 1 sala de juntas, 1 baño, 1 cooffee zona","https://tecnocasa.mx/detalle-inmueble.php?v=32045","Renta"
"1451",1451,"T-DF0041-0120"," AV. SAN JERONIMO, LA MAGDALENA CONTRERAS","Terreno en Venta",45000,"MXN",0,0,NA,NA,19.31518,-99.24197,"LOMAS QUEBRADAS","LA MAGDALENA CONTRERAS","CDMX","GRAN TERRENO EN RENTA EN AV. SAN JERÓNIMO, CON USO DE SUELO PERMITIDO. 

UBICACIÓN: A 5 MIN DE AV. LUIS CABRERA Y SUPERVÍA, 10 MIN A PERIFÉRICO SUR.","https://tecnocasa.mx/detalle-inmueble.php?v=39530","Renta"
"1452",1452,"T-DF0068-0042"," EMILIANO ZAPATA, XOCHIMILCO","LOCAL COMERCIAL",45000,"MXN",247,247,NA,4,19.24918,-99.11959,"SANTIAGO TEPALCATLALPAN","XOCHIMILCO","CDMX",NA,"https://tecnocasa.mx/detalle-inmueble.php?v=38036","Renta"
"1453",1453,"T-DF0034-0125"," ENCINO GRANDE, ALVARO OBREGON","Casa en Venta",45000,"MXN",360,360,3,3,19.33897,-99.23135,"TETELPAN","ALVARO OBREGON","CDMX","Casa en fraccionamiento en Encino Grande, Cuenta con espacios sumamente amplios y bien diseñados, y un jardín enorme donde tenemos un asador y espacio para mesas, la casa tiene una distribución excelente y cuenta con 3 recamaras, dos espacios de estudio o cuartos. cuarto de servicio y de lavado.","https://tecnocasa.mx/detalle-inmueble.php?v=40355","Renta"
"1454",1454,"T-DF0063-0743"," C MATIAS ROMERO, BENITO JUAREZ","CASA EN CONDOMINIO",40000,"MXN",300,300,3,3,19.38119,-99.17054,"DEL VALLE CENTRO","BENITO JUAREZ","CDMX","Casa remodelada en conjunto horizontal con jardín. Cuenta con dos lugares de estacionamiento, cocina con antecomedor y estancia amplia. Además de tener celdas solares para ahorro en el consumo de luz. Una propiedad con mucha comodidad y status, no te la pierdas. ","https://tecnocasa.mx/detalle-inmueble.php?v=39440","Renta"
"1455",1455,"T-DF0111-0392"," CALZADA ACOXPA, TLALPAN","BODEGA",40000,"MXN",219,219,NA,NA,19.28966,-99.11689,"RESIDENCIAL VILLA COAPA","TLALPAN","CDMX","INMUEBLE CON 240.5 METROS CUADRADOS DE TERRENO Y 219.3 METROS CUADRADOS DE CONSTRUCCION, USO DE SUELO COMERCIAL, 3 ESTACIONAMIENTOS 2 BAÑOS, VESTIDORES.","https://tecnocasa.mx/detalle-inmueble.php?v=41252","Renta"
"1456",1456,"T-DF0138-0020"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",40000,"MXN",132,132,NA,1,19.4258499380539,-99.1769170277643,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 132 m2, cuenta con: recepción, 3 oficinas privadas, una sala de juntas, bodega, espacio de archiveros, 1 coffee zone  ","https://tecnocasa.mx/detalle-inmueble.php?v=32043","Renta"
"1457",1457,"T-DF0105-0291"," BRUSELAS, COYOACAN","Casa en Venta",40000,"MXN",300,300,4,3,19.35773,-99.1669,"DEL CARMEN","COYOACAN","CDMX","casa de 4 recamaras, 3 baños y medio y 2 estacionamientos, ubicada dos cuadras de los viveros de coyoacan.","https://tecnocasa.mx/detalle-inmueble.php?v=39766","Renta"
"1458",1458,"T-DF0007-0298"," IGNACIO COMONFORT, IZTAPALAPA","Terreno en Venta",40000,"MXN",0,0,NA,NA,19.35931,-99.09538,"LOS CIPRESES","IZTAPALAPA","CDMX","Terreno en renta de 950M2T aproximadamente, adicional cuenta con  un medio baño.","https://tecnocasa.mx/detalle-inmueble.php?v=41560","Renta"
"1459",1459,"T-DF0113-0259"," ADOLFO PRIETO, BENITO JUAREZ","OFICINA",40000,"MXN",400,400,NA,4,19.3622289014458,-99.1734925920707,"DEL VALLE SUR","BENITO JUAREZ","CDMX","Gran oficina de 400 m2 de superficie, con la facilidad de adaptarla en cubículos  y totalmente remodelada, en una de las mejores zonas en el corazón de la Col. Del Valle Sur, la cual es una de las mejores zonas de captación de negocios en toda la Ciudad. cuenta con 4 baños propios y 2 baños comunes.","https://tecnocasa.mx/detalle-inmueble.php?v=34398","Renta"
"1460",1460,"T-DF0138-0036"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",40000,"MXN",151,151,NA,1,19.4256509641502,-99.1768338411175,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 151 m2 con 4 oficinas privadas, espacio para poner 8 escritorios, un baño. ","https://tecnocasa.mx/detalle-inmueble.php?v=32104","Renta"
"1461",1461,"T-DF0138-0042"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",40000,"MXN",120,120,NA,1,19.4257317850308,-99.177042954002,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 120 m2, cuenta con, 3 oficinas privadas, una oficina cuenta con baños.","https://tecnocasa.mx/detalle-inmueble.php?v=32112","Renta"
"1462",1462,"T-DF0138-0081"," C. HIPOLITO TAINE, MIGUEL HIDALGO","Departamento en Venta",39000,"MXN",243,243,3,3,19.4326361523826,-99.1849016214435,"POLANCO V SECCION","MIGUEL HIDALGO","CDMX","Bonito y amplio departamento a solo unos pasos de av. presidente Masaryk. Una vida muy tranquila en el corazón de Polanco, se puede ver el amanecer desde el balcón y en atardecer de la habitación. 

Todos los servicios cerca, excelente zona para caminar, restaurantes, bares, museos, etc.","https://tecnocasa.mx/detalle-inmueble.php?v=32281","Renta"
"1463",1463,"T-DF0054-0435"," INSURGENTES, BENITO JUAREZ","LOCAL COMERCIAL",39000,"MXN",82,82,NA,2,19.36369,-99.18249,"SAN JOSE INSURGENTES","BENITO JUAREZ","CDMX","Amplio local, excelentemente ubicado con dimensión  de 40m en planta baja  y 42 adicionales en un tapanco, ubicado dentro del area de fast food de la plaza","https://tecnocasa.mx/detalle-inmueble.php?v=41012","Renta"
"1464",1464,"T-DF0104-0373"," AV 8, COYOACAN","Casa en Venta",38000,"MXN",280,280,4,4,19.33896,-99.14156,"EDUCACION","COYOACAN","CDMX","Casa nueva en cerrada en esquina, de 220 mts² de Terreno y 280 de Construcción 3 niveles. Sala-comedor amplio, cocina integral con desayunador. Cuarto de servicio. 2 habitaciones con baño independiente y vestidor, 4 habitaciones en total. 3 baños completos, 1 medio baño y 8 plazas de estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=41627","Renta"
"1465",1465,"T-DF0138-0082"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",37000,"MXN",126,126,NA,NA,19.4259088352342,-99.177095607548,"ANZURES","MIGUEL HIDALGO","CDMX","

OFICINA DE 126 M2, RECEPCION, SALA DE JUNTAS, OFICNA PRIVADA, ESTANCIA PARA 18 ESCRITORIOS. Alrededor se encuentra, banco, restaurantes, tiendas, parques.","https://tecnocasa.mx/detalle-inmueble.php?v=32295","Renta"
"1466",1466,"T-DF0077-0487"," SAN ANTONIO, BENITO JUAREZ","LOCAL COMERCIAL",37000,"MXN",100,100,NA,1,19.3855519711007,-99.1798142174838,"NAPOLES","BENITO JUAREZ","CDMX","Excelente Local Comercial Sobre Eje 5, con uso de suelo comercial, cuenta con 100 metros, la zona es de gran impacto comercial, y con exclente vista ","https://tecnocasa.mx/detalle-inmueble.php?v=35626","Renta"
"1467",1467,"T-DF0005-0203"," AYUNTAMIENTO, CUAUHTEMOC","LOCAL COMERCIAL",37000,"MXN",0,0,NA,1,19.431,-99.14573,"JUAREZ","CUAUHTEMOC","CDMX","local de 52mts, remodelado, cuenta con baño, excelente ubicación, muy céntrico","https://tecnocasa.mx/detalle-inmueble.php?v=40786","Renta"
"1468",1468,"T-DF0138-0044"," LEIBNITZ, MIGUEL HIDALGO","OFICINA",37000,"MXN",123,123,NA,NA,19.4257379256616,-99.1770350854403,"ANZURES","MIGUEL HIDALGO","CDMX","Oficina de 123 m2 con, una oficina privada, 3 espacios para escritorios, una sala de juntas, baños en area comun. ","https://tecnocasa.mx/detalle-inmueble.php?v=32114","Renta"
"1469",1469,"T-DF0138-0053"," DANTE, MIGUEL HIDALGO","OFICINA",36000,"MXN",134,134,NA,NA,19.4253066222253,-99.1776195357334,"ANZURES","MIGUEL HIDALGO","CDMX","OFICINA DE 134 M2, CUENTA CON: 2 OFICINAS RIVADAS, 1 SALA DE JUNTAS, UN ESPACIO PARA ARCHIVERO, BAÑOS E AREA COMUN.","https://tecnocasa.mx/detalle-inmueble.php?v=32196","Renta"
"1470",1470,"T-DF0138-0093"," EUCKEN, MIGUEL HIDALGO","OFICINA",35000,"MXN",120,120,NA,2,19.4344989738636,-99.1820490102486,"ANZURES","MIGUEL HIDALGO","CDMX","Amplias oficinas de 145m2 en Polanco, sobre calzada Mariano Escobedo frente al Liverpool Polanco. Vías super accesibles, todos los servicios cerca. Una ubicación inmejorable.

Servicio de valet parking, elevador y una vista muy buena a la zona de Polanco.","https://tecnocasa.mx/detalle-inmueble.php?v=32378","Renta"
"1471",1471,"T-DF0077-0518"," EUGENIA (NAPOLES), BENITO JUAREZ","Departamento en Venta",35000,"MXN",107,107,NA,2,19.38924,-99.17544,"AMPLIACION NAPOLES","BENITO JUAREZ","CDMX","Excelente local en renta, Colonia Nápoles. Cuenta con 107 m2, y dos baños. Se encuentra en una muy buena zona de la colonia Nápoles. Tiene uso de suelo comercial. ","https://tecnocasa.mx/detalle-inmueble.php?v=39807","Renta"
