"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","detailedListings.i.","mode"
"2246",2246,64077157,"Av. Popocatépetl 415, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX,  Santa Cruz Atoyac, Benito Juárez","Departamento",5200000,"MN",NA,75,2,2,19.3642673,-99.1612544,"Santa Cruz Atoyac","Benito Juárez","Ciudad de México","Departamento en venta, el desarrollo más exclusivo y lujoso de City Towers, en una de las zonas con mayor plusvalía en la Ciudad de México. A un paso de las mejores universidades, establecimientos, plazas comerciales, bancos y colegios. El inmueble se encuentra en el noveno piso y cuenta con 75 m2 de construcción distribuidos de la siguiente manera: •2 recamaras (Con closet; La recamara principal con baño completo). •2 Baños Completos. •Estancia/Comedor. •Cocina Equipada (Estufa, Campana, Horno, Refrigerador de Vinos, Modular con cubierta de Cuarzo, Desayunador y Gabinetes). •Área de lavandería. Amenidades: •Pisos de madera de ingeniería y porcelanato. •Sistema de Audio Bose. •Persianas Eléctricas. •Aire acondicionado y Calefacción. •Balcón (que corre desde la recámara principal hasta la sala comedor). •2 cajones de estacionamiento. •1 bodega. •Seguridad por medio de biométricos. •Vigilancia 24hrs (CCTV) en cada acceso. •Albercas y chapoteaderos. •Water Park (100m2 con juegos acuáticos y toboganes). •Fosa de buceo y clavados. •Crossfit. •Fitness (pilates, artes marciales y baile). •Spa (Vapor y Sauna). •Spinning. •City Gym (cardio y pesas). •Yoga 360. •Arcade (consolas de videojuegos). •City music studio. •Kids club. •Salón de Juegos (jovenes y adultos). •Boliche. •City golf. •Sala de cine (140 butacas). •Sky cinema al aire libre. •Futbol 5. •Observatorio (telescopio profesional de alta tecnología). •Sky park (jardín zen, deck con jacuzzis y salones lounge). •Jardín Central. •Salón ingles. •Salones de eventos. •Business center. •Capilla. •Pet Friendly. •Por su excelente ubicación, ofrece un acceso a vialidades como Av. México Coyoacán, Av. Universidad e Insurgentes Sur. •Hospitales de alto prestigio, plazas comerciales, supermercados, centros de arte y cultura a menos de 10 minutos. Fecha de entrega: Agosto de 2022. Soy Arturo García tu Asesor Inmobiliario de Confianza.","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-city-towers-black-en-benito-64077157.html","Venta"
"2247",2247,60385983,"Angel urraza 935,  Del Valle Centro, Benito Juárez","Departamento",2400000,"MN",110,45,1,1,19.3821648,-99.163897,"Del Valle Centro","Benito Juárez","Ciudad de México","Beloft, finalista en el premio WAF de diseño arquitectónico, Es un concepto basado en la calidad de vida, espacios esenciales de vivienda, con la ubicacion y el lujo de un desarrollo diseñado con la inspiración de las ciudades más vanguardistas. 8 lofts desde 45 m2 más tapancos y dos locales comerciales de 50 m2 aprox . Amplio roof garden de uso común, y en los penthouse, privados. ENTREGA MARZO 2022. Ubicado en Angel urraza 935 esq Nicolás San juan, la zona, con la más alta plusvalía y rentabilidad, a minutos de la zona de negocios de insurgentes, de avenidas neuronales como universidad, Cuauhtémoc, Félix Cuevas, División del norte. Todos los servicios indispensables muy cercanos, para prescindir del auto. Y todo tipo de transportes para llegar a distancias lejanas. Ideal para inversionistas interesados en un ingreso por Airbnb o rentas de largo plazo, o para un usuario final interesado en dejar de pagar renta, sin sacrificar el lujo. Desde $2,250,000. Apártalo con sólo $50,000. Llama para más información. Ver datos !Últimos lofts disponibles!","https://www.inmuebles24.com/propiedades/ultimos-departamentos-tipo-loft-en-la-del-valle-desde-60385983.html","Venta"
"2248",2248,65847586,"Illinois,  Nápoles, Benito Juárez","Departamento",5500000,"MN",78,78,2,2,19.3848414,-99.1790118,"Nápoles","Benito Juárez","Ciudad de México","Precioso departamento amueblado, son 78 m2 bien distribuidos que constan de 2 iluminadas recámaras, 2 baños la principal con pequeño vestidor ,  sala comedor, cocina abierta, área de lavado, estacionamiento independiente para 1 auto. El edificio es nuevo son sólo 23 departamentos, en 6  pisos. Tiene increíbles amenidades como Roof  Garden común,  Ludoteca, Salón de Yoga. Tiene vigilancia 24 horas. Mantenimiento de $2,653.00 NO incluido.Ideal por su ubicación privilegiada. Caminando a 3 minutos de la la plaza de toros, al estadio azul, al parque hundido y a 20 minutos del World Trade Center caminando. EasyBroker ID: EB-MF5921","https://www.inmuebles24.com/propiedades/departamento-amueblado-en-venta-o-renta-en-napoles-65847586.html","Venta"
"2249",2249,61504289,"Privada de Lago 62, Américas Unidas, 03610, Benito Juárez, México,  Américas Unidas, Benito Juárez","Departamento",3530000,"MN",94,94,2,2,19.3815052,-99.1427507,"Américas Unidas","Benito Juárez","Ciudad de México","Ref: 4 7 9 9 2Nuevo a estrenar, lista para escriturar, con diseño en tres torres de tres pisos cada una, cuenta con estancia sala comedor, cocina integral abierta con cubierta de granito, con espacio para alacena, con área de lavado en el mismo nivel, tiene dos recamaras con closet cada una, la recámara principal con baño, balcón interior remetido, con área de tendido. Roof Garden común.Acabados en piso de cerámica, en muros lisos o rugoso combinados con muro de cintilla color arena, canceles de vidrio de piso a techo,amplios espacios en todas las áreas, en los baños ventilados con luz natural.Un lugar de estacionamiento que no se estorban con nadie.Vigilancia las 24 horas. portón eléctrico, solo 18 departamentos.Cerca de Av. principales a unas cuadras de Tlalpan, entre el eje 6 sur Independencia y eje 5 sur Ramos MillanFácil acceso a centro y sur de la ciudad, a cinco minutos de la Col. Narvarte, y a 10 minutos de Col. Del Valle.NEXIMOINMOBILIARIADIGITAL","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-americas-unidas-benito-61504289.html","Venta"
"2250",2250,61908301,"Calle 5 Número 32 colonia San Pedro de los Pinos, Benito Juarez,  San Pedro de los Pinos, Benito Juárez","Casa en condominio",6599999,"MN",NA,149,3,2,NA,NA,"San Pedro de los Pinos","Benito Juárez","Ciudad de México","Venta de Town House, excelente ubicación en la Col. San Pedro de los Pinos, proyecto exclusivo de 4 casas, construida en 149 m2 distribuidos en 3 niveles y un Roof Garden Privado con pergolado y luces exteriores para disfrutar de una velada inigualable. Su excelente ubicación te permitirá estar cerca de todo lo que necesitas en tu día a día, como: bancos, tiendas departamentales, supermercados, teatros, museos, farmacias y hospitales. Cercano a parques y áreas verdes en donde podrás disfrutar de correr, caminar y pasear a tu mascota o simplemente gozar de la tranquilidad de poder caminar dentro de la colonia con toda las comodidades que brinda la zona. CASA TOWN HOUSE DE 149 *Cocina integral remodelada con acabados de lujo. *Estancia. *3 Habitaciones, la principal con vestidor y baño, la segunda con closet de madera, y la tercera con opción a estudio, piso laminado en recámaras, se entregan con persianas black out. *2 baños completos y 2 medios baños. *Área de Lavado *2 Estacionamientos *Roof garden privado. * 2 Cisternas, bomba por hidroneumático y Cárcamo para desazolvar el agua. *Ventanas de aluminio , focos de led. * Escaleras con acabados de madera y barandal de acero inoxidable. * Portón automático. * Interfón. * Área para recolección de basura (orgánica e inorgánica) * Gas natural. * Cámaras de seguridad. El mejor lugar para vivir!!! Agenda tu cita de lunes a domingo. Julieta Pérez Solis 55 Ver datos","https://www.inmuebles24.com/propiedades/casa-en-condominio-en-san-pedro-de-los-pinos.-61908301.html","Venta"
"2251",2251,64692619,"Pirineos,  Portales Sur, Benito Juárez","Departamento",3550000,"MN",75,75,2,2,19.3628039,-99.1509239,"Portales Sur","Benito Juárez","Ciudad de México","¡CONOCE TU NUEVO HOGAR! Departamento exterior con balcón en venta en colonia Portales Sur. Pocos vecinos. Características: Sala - Comedor Cocina integral, con barra desayunador con cubierta de granito. Área de lavado. 2 recámaras con closet iluminación interior, la principal con vestidor y baño completo. 2 baños completos (ventilación natural). 1 estacionamiento. Canceles de cristal templado en baños. Cuenta con mosquiteros en todas las ventanas del departamento. Ventanas del exterior con duovent. Muy amplio e iluminado. Balcón, excelente vista. Cuenta con elevador. Roof garden Común. Solo 9 departamentos. Accesos controlados. Seguridad. Vigilancia 24/7. Circuito cerrado de tv. Excelente ubicación. Llama ahora. Ver datos 74  Cocina integral, con barra desayunador con cubierta de granito. Área de lavado. 2 recámaras con closet, la principal con vestidor y baño completo. 2 baños completos. 1 estacionamiento. Canceles de cristal templado en baños. Muy amplio e iluminado. Balcón, excelente vista. Cuenta con elevador. Roof garden Común. Solo 9 departamentos. Accesos controlados. Seguridad. Vigilancia 24/7. Circuito cerrado de tv. Excelente ubicación. Llama ahora. Ver datos 74 ","https://www.inmuebles24.com/propiedades/departamento-exterior-en-venta-en-portales-sur-2-64692619.html","Venta"
"2252",2252,62763687,"Rafael Solana,  Independencia, Benito Juárez","Departamento",4488000,"MN",96,96,3,2,19.3792302,-99.1461331,"Independencia","Benito Juárez","Ciudad de México","Edificio y departamento moderno con Cocina integral abierta con microondas empotrado, barra desayunador. 3 recámaras iluminadas con closet,  una con balcón y  la principal con baño y vestidor.Cuarto de lavado integrado con instalaciones para lavadora.El estacionamiento es fijo para 2 autos  con puerta automática y se encuentra en el sótano 1, elevador desde el estacionamiento.  Los propietarios pueden entrar con tarjeta de seguridad al igual que al espacio de los contenedores de basura que están en el sótano 1, detrás de los elevadores.Elevador, cisterna, bomba de agua, hidroneumático, tinaco de agua, planta de luz, gas natural.Ventanas con aluminio, pisos, baños y cocina con loseta, muros y techos con yeso. EasyBroker ID: EB-JA5892","https://www.inmuebles24.com/propiedades/departamento-en-venta-independencia-junto-a-62763687.html","Venta"
"2253",2253,63850920,"Cuauhtémoc ,  Letrán Valle, Benito Juárez","Terreno comercial",44000000,"MN",550,NA,NA,NA,NA,NA,"Letrán Valle","Benito Juárez","Ciudad de México","550 M2 de superficie sobre Av. Cuauhtémoc entre las calles Anaxágoras y Tenayuca en la Col. Letrán Valle. Ideal desarrolladores se pueden construir hasta 49 departamentos, atractivo para una plaza comercial en una muy buena ubicación . Todos la documentación en orden. (Gastos de escrituración, impuestos, derechos no incluidos en el precio)","https://www.inmuebles24.com/propiedades/terreno-en-venta-en-alcaldia-benito-juarez-63850920.html","Venta"
"2254",2254,65847582,"Juan Sánchez Azcona,  Del Valle Centro, Benito Juárez","Departamento",9700000,"MN",147,147,3,3,19.3778471,-99.1638988,"Del Valle Centro","Benito Juárez","Ciudad de México","Precioso departamento en 2 niveles, amplio e iluminado.Primer piso: sala, comedor, cocina abierta con cubierta de granito, balcón, lavandería, 2 recámaras cada una con su closet y baño.Planta baja, recámara principal con closet y baño y terraza, 2 estacionamientos techados independientes de todos los demás. Acabados de lujo, vigilancia 24 hrs. EasyBroker ID: EB-MF5925","https://www.inmuebles24.com/propiedades/departamento-en-venta-del-valle-benito-juarez-para-65847582.html","Venta"
"2255",2255,64764430,"CENTRAL  827,  Portales Norte, Benito Juárez","Departamento",3500000,"MN",NA,75,2,2,19.3648912,-99.1483827,"Portales Norte","Benito Juárez","Ciudad de México","GRAN PROYECTO DE UNICAMENTE 7 DEPARTAMENTOS, ELEVADOR A LA PUERTA DEL DEPARTAMENTO, SOLO UN DEPARTAMENTO POR PISO, 2 RECAMARAS 2 BAÑOS 1 0 2 LUGARES DE ESTACIONAMIENTO, UBICADISIMO, PRINCIPALES VIAS DE ACCESO, ESCUELAS Y CENTROS COMERCIALES CERCANOS,","https://www.inmuebles24.com/propiedades/portales-norte-64764430.html","Venta"
"2256",2256,64451047,"Adolfo López Mateos,  San Pedro de los Pinos, Benito Juárez","Departamento",3540000,"MN",78,78,3,2,NA,NA,"San Pedro de los Pinos","Benito Juárez","Ciudad de México","Hermoso departamento muy bien ubicado con muchas vías de comunicación.Cuenta con tres habitaciones con closet, 2 baños completos, 2 cajones de estacionamiento, salón de usos múltiples, vigilancia 24 horas, cerca de centros comerciales, plazas y metro. EasyBroker ID: EB-KV6263","https://www.inmuebles24.com/propiedades/hermoso-departamento-con-excelente-ubicacion-64451047.html","Venta"
"2257",2257,65836348,"bengala 11,  Zacahuitzco, Benito Juárez","Departamento",3093657,"MN",NA,64,2,2,19.3723973,-99.1387823,"Zacahuitzco","Benito Juárez","Ciudad de México","ENTREGA INMEDIATA Estilo, Tranquilidad ,en una de las mejores zonas de PORTALES , 16 exclusivos departamentos, 4 niveles con 4 departamentos por piso . departamento de 63,5m2 , 1 lugar de estacionamiento. 2 recamaras, vestidor en recamara principal con baño completo ,total 2 baños en el departamento , sala , comedor , cocina equipada, cuarto de lavado , elevador , Roof Garden común, vigilancia 24hrs.","https://www.inmuebles24.com/propiedades/bengala-11-dpto-204-65836348.html","Venta"
"2258",2258,62049376,"LUZ SAVIÑON 725,  Del Valle Norte, Benito Juárez","Departamento",3950000,"MN",100,100,2,2,19.3921813,-99.1648112,"Del Valle Norte","Benito Juárez","Ciudad de México","Pera Inmobiliaria Boutique te ayuda a encontrar el lugar ideal! Te ofrecemos un servicio integral. Que esperas para cumplir tus sueños! Gran oportunidad !!!!!! Hermoso departamento tipo TOWN HOUSE 100 M2 en Colonia Del Valle Norte. Dúplex tipo europeo súper iluminado, 2 pisos, 2 recámaras, 2 baños y 1 estacionamiento. La distribución en 2 niveles proporciona la sensación de privacidad y amplitud de una casa con la seguridad de vivir en condominio. Planta Baja: Recibidor, cocina integral abierta y amplia estancia para sala comedor (sala con doble altura). Área de lavado independiente y ventilación natural. Planta Alta: Recámara principal súper iluminada, cuenta con baño y medio vestidor. La recámara se encuentra abierta (tipo loft), lo cual da la impresión de mayor amplitud sin perder privacidad, pues no hay vista de la sala a la recámara. La segunda recámara también tiene excelente iluminación y ventilación natural. El segundo baño es completo e independiente a las recámaras. Ambos baños tienen cancelería de aluminio y planchas de mármol en los lavabos. Excelente estado general y de conservación de todo el departamento (pintura, pisos, electricidad, gas, plomería, canceles, mobiliario empotrado, duela, etcétera). Todo el departamento cuenta con muebles de madera empotrados y closets de excelente tamaño. El departamento es muy cálido, pues está sumamente iluminado, toda la mañana recibe luz del sol en la recámara principal y en la sala. 1 lugar de estacionamiento totalmente techado que se encuentra situado justo frente a la rampa de salida principal del garaje del edificio. Ningún auto le estorba por lo que no es necesario mover automóviles para poder salir. Cuenta con estacionamiento para bicicletas, carriolas o vehículos para menores de edad. Vigilancia y servicio de conserje y limpieza las 24 horas del día durante los 365 días del año. Interfón hacia la caseta de vigilancia, lo cual permite que los visitantes sean identificados por el portero antes de ingresar al edificio. Portón eléctrico para automóviles. Excelente oportunidad en una de las mejores zonas de la Ciudad de México. Inmejorable ubicación en el corazón de la Colonia Del Valle Norte sobre la calle Luz Saviñón, entre Av. Coyoacán/División del Norte y Amores. A dos semáforos de Xola (Metrubús Xola) y de Gabriel Mancera. Solo a 6 calles de Insurgentes Sur (Metrobús Poliforum) y del World Trade Center WTC. Rodeado de avenidas principales con servicios de transporte público. Estación de Ecobici en la esquina con Amores. Atrás del Parque Mariscal Sucre y la Parroquia de Purísimo Corazón de María (película Romeo y Julieta). Cerca de parques, gasolineras, supermercados, escuelas, centros comerciales, bancos, cines, teatros, restaurantes y más. CONTACTANOS Y AGENDAMOS TU CITA!!!","https://www.inmuebles24.com/propiedades/venta-departamento-en-la-del-valle-2-recamaras-62049376.html","Venta"
"2259",2259,65574146,"Río Becerra,  San Pedro de los Pinos, Benito Juárez","Departamento",4990000,"MN",133,104,2,2,19.3929938718749,-99.181480290213,"San Pedro de los Pinos","Benito Juárez","Ciudad de México","Vive en este elegante departamento con ubicación y conectividad inmejorable para poder trasladarte a cualquier parte de la ciudad ágil y fácilmente. Se encuentra ubicado sobre Viaducto Río Becerra, a espaldas de Patriotismo, justamente en la división entre la Col. Nápoles y San Pedro de los Pinos, por lo que podrás tener en una misma opción todos los servicios que ofrece San Pedro de los Pinos y la gran variedad gastronómica y cultural de la Nápoles ! Se encuentra en Primer piso; el condominio cuenta con pocas unidades de departamentos; únicamente hay 2 viviendas por cada piso separadas por el pasillo; no comparten paredes por lo que disfrutarás la privacidad que esto te proporciona. Además disfrutarás el privilegio de tener una amplia terraza en en el exterior de la recámara principal en donde podrás contemplar todas las salidas y puestas de sol mientras tomas de tu bebida favorita. Cuenta con 2 cómodos lugares de estacionamiento de muy fácil acceso y acomodo; ambos en piso, en fila y sin estorbarse con otros vehículos, por lo que tu independencia y comodidad a la hora de llegar o salir de tu domicilio está garantizada. Conecta en 5 minutos con Periférico; a 2 cuadras de la plaza Metrópoli Patriotismo, con una importante variedad de tiendas y opciones de entretenimiento. ** Opción a venderse amueblado. *** El precio publicado no incluye gastos notariales, comisiones, contribuciones o impuestos que se causen con motivo de la operación de compraventa. Conforme a la Ley Federal de Protección de datos personales, los datos proporcionados por nuestros clientes serán tratados conforme a nuestro aviso de privacidad que puede ser consultado en nuestra sitio web oficial EB-LZ0172","https://www.inmuebles24.com/propiedades/departamento-amueblado-en-1-piso-con-terraza-privada-65574146.html","Venta"
"2260",2260,65940783,"PROLONGACIÓN UXMAL 1115,  General Pedro María Anaya, Benito Juárez","Departamento",3499000,"MN",NA,110,2,2,19.3614861,-99.1606858,"General Pedro María Anaya","Benito Juárez","Ciudad de México","¡Frente a Hermoso camellón con área verdes y hermosas palmeras! Exclusivo departamento exterior, excelente ubicación: Entre Popocatépetl y Av. Rio Churubusco. A solo 1 cuadras de Av. México Coyoacán, Caminando a dos cuadras de la Cineteca Nacional Departamento de 110m2 de superficie 110 m2 construidos distribuidos en 2 recamara amplias, la recamara principal con jacuzzi, 1 baños completos, amplia sala comedor, cocina equipada y un amplio cajón de estacionamiento. Amplio balcón de 8m2 Excelente iluminación, finos acabados CARACTERISTICAS ESPECIALES: 1) AMPLITUD 110 M2 2) BALCON 3) ELEVADOR 4) JACUZZI EN RECAMARA PRINCIPAL 5) VISTA HACIA AREAS VERDES, PALMERAS, AMPLIO, CAMELLON PARA CAMINAR CON TRANQUILIDAD Y AREA PARA SENTARSE 6) 5 MINUTOS DE LA CINETECA Centros comerciales Mega Soriana, Chedraui, plaza pabellón del Valle, Plaza Universidad, Sanborns Rivera, Bancos, Centros de Negocios ¡Ven a conocer!","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-general-anaya-65940783.html","Venta"
"2261",2261,64978971,"juan sanchez azcona 1534,  Del Valle Centro, Benito Juárez","Departamento",9500000,"MN",210,210,2,2,19.3739621,-99.164816,"Del Valle Centro","Benito Juárez","Ciudad de México","Departamento usado ubicado en una de las calles más bonitas de la colonia del valle, Sánchez Azcona, céntrica y muy cerca del parque de pilares. Edificio boutique con tan solo 9 departamentos en total. Ubicado en tercer y cuarto nivel, exterior, en total son 210 m2 de los cuales son; 135 m2 habitables + 10 m2 de balcón + 65 m2 de Roof garden privado! Distribución en 2 niveles, la cual consta de sala, comedor, cocina con barra de granito, lavandería, 2 habitaciones con clóset, 1 estudio o 3er habitación (pequeña) o family room o sala de TV, 3.5 baños, 2 estacionamientos en línea (sin estorbarse con nadie mas) y una hermosa terraza privada (Roof garden). Las 2 habitaciones con ventanas alemanas dúo vent, habitación principal con tocador, Roof garden con área techada y área libre. No incluye muebles, el precio con algunos muebles sube $400,000. Elevador que va desde el estacionamiento al tercer nivel. Vigilancia 24 horas. Antigüedad: 3.5 años. Los acabados son: puerta de acceso de lámina de aluminio acabado semi mate color gris, piso de porcelanato color gris, cocina con barra con cubierta de granito natural, baños con canceles de cristal templado y herrajes, puertas interiores de MDF terminado con laca blanca semi mate, terraza con porcelanato para exteriores color gris. Documentación 100% en orden. Forma de Pago: Pago Apartado $100,000 Pago enganche a la firma de contrato de compraventa 20% Pago finiquito a la firma de escrituras 80% (se aceptan todo tipo de créditos para finiquito).","https://www.inmuebles24.com/propiedades/departamento-penthouse-en-venta-colonia-del-valle-64978971.html","Venta"
"2262",2262,64494467,"ENRIQUE REBSAMEN,  Del Valle Centro, Benito Juárez","Departamento",8480000,"MN",202,202,3,2,19.3822548,-99.1612398,"Del Valle Centro","Benito Juárez","Ciudad de México","Disfruta tu nuevo PH  un espacio lleno de buena vibra, buen gusto, exclusividad para compartir días interminables de risas, disfrutar una copa de vino tinto bajo las estrellas en una de las calles más tranquilas, arbolada, con acceso inmediato al Parque Cri-Cri y a las principales vialidades  como Angel Urraza, Division del Norte y Universidad.Aprovecha la promoción de Enero ""si compras tu departamento te regalamos 2 lugares estacionamiento para que en total tengas 4 lugares estacionamiento !!!!Vivirás es un espacio  exclusivo de 8  departamentos  diseñados por un grupo  experto en interiorismo con acabados únicos y totalmente diferenciado a  toda la zona y 4 lugares de estacionamiento por la PROMOCIÓN de eneroEste PH es un espacio total de 202 m2, de los cuales son 106m2 habitables; 96m2  de roof garden privado  con 2 recamaras y  un family o tercera recamara, 2 baños completos, cocina abierta, área lavandería y 4 estacionamientos independientes. Disponible en 3o piso. El edificio cuenta con vigilancia 24 horas, elevador, planta de emergencia, captación agua pluvial.Aceptamos todos los créditos así como Infonavit y Fovissste. Pedimos el 10% de enganche y el saldo (90%) a la escritura. Si necesitas asesoría con tu crédito te ayudamos sin costo. Contáctame para más información  y agendar cita. EasyBroker ID: EB-KW7464","https://www.inmuebles24.com/propiedades/venta-departamento-ph-col-del-valle-64494467.html","Venta"
"2263",2263,61172047,"SAN FRANCISCO ,  Actipan, Benito Juárez","Departamento",7050000,"MN",NA,127,2,2,NA,NA,"Actipan","Benito Juárez","Ciudad de México","Se venden departamentos totalmente nuevos, 2 o 3 recámaras con vestidor la principal y closets, 2 baños completos con canceles de cristal templado, cocina integral con extractor y cubierta de granito, acabados con piso de mármol y carpintería de tzalam, terraza, bodega, 2 cajónes de estacionamiento con eleva autos. Superficie de departamentos 103 y 129 m2. Ultimos 2 P.H. con roof garden privado adicional 82 m2. $8,226,000 Precios desde $7,050,000 y pueden comprar más cajones de estacionamientos por $300 mil extras. El edificio cuenta con caseta de vigilancia, cuarto de conserjería, lobby de acceso, elevador desde el estacionamiento hasta roof garden, salón de usos multiples o área pet friendly, roof garden común, bodega para cada departamento y planta de luz para áreas comunes. Su iluminación es tipo led controlada por sensores , equipado con ahorradores de agua, sistema de recuperación de agua pluvial y reciclado, calentador instantáneo de alta capacidad, A solo unos pasos del parque lineal de Rio Mixcoac, así como de Insurgentes Sur y Club Libanés, de la colonia Florida. QUE NO TE LOS GANEN!!","https://www.inmuebles24.com/propiedades/se-venden-hermosos-departamentos-nuevos-en-san-61172047.html","Venta"
"2264",2264,65945768,"Departamento con 3 Recámaras, Estudio, 3 Balcones y Roofgarden Privado,  Del Valle Centro, Benito Juárez","Departamento",7890000,"MN",189,134,3,3,19.3959874,-99.171134,"Del Valle Centro","Benito Juárez","Ciudad de México","Este cómodo departamento cuenta con tres habitaciones , todas con terraza. La habitación principal con un amplio walk in closet.Sala y comedor con terraza al frente.Dos lugares de estacionamientos que no se estorban con vecinos Cuenta con patio de lavado con ventilación natural Iluminación inteligente en todos los espacios.  Cerradura principal electrónica .Madera teka en regadera de baños.Un proyecto de sólo cuatro unidades, en la Colonia del Valle, a un par de cuadras del WTC. Una zona muy caminable, con cine, gimnasio, restaurantes y super mercado a unos pasos.Los mejores desarrollos en las zonas mas rentables de la ciudad.Investe.Mx","https://www.inmuebles24.com/propiedades/departamento-con-roof-gardenprivado-en-venta-en-65945768.html","Venta"
"2265",2265,65698098,"Luis braille  ,  Independencia, Benito Juárez","Departamento",2830000,"MN",NA,66,NA,2,NA,NA,"Independencia","Benito Juárez","Ciudad de México","Estancia con balcón. Cocina abierta. Area lavado. 3 piso. 2 habitaciones con closet. 2 baños completos. 1 auto independiente. ELEVADOR 7 años antigüedad 66.9 m2 2900 mant. Cisterna. Balcones habit.y estancia. 7 pisos edificio Seguridad 24 horas.","https://www.inmuebles24.com/propiedades/distinguido.-unico-luis-brailer-independencia.-balcon-65698098.html","Venta"
"2266",2266,63642454,"Cda. Perpetua 20,  San José Insurgentes, Benito Juárez","Departamento",3990000,"MN",NA,107,3,2,19.3654662,-99.1825074,"San José Insurgentes","Benito Juárez","Ciudad de México","Departamento en planta baja, buena iluminación Con patio interior, Sala Comedor amplio, 3 Recamaras con closet cada una, la principal con baño, las otras 2 comparten el baño . Cocina integral, amplio closet de blancos. 1 lugar de estacionamiento fijo, vigilancia. Esta bien ubicado en calle privada, a una cuadra de insurgentes, frente a LA COMER y a 1 cuadra de la plaza MANACAR","https://www.inmuebles24.com/propiedades/exterior-cerrada-de-perpetua-san-jose-insurgentes-63642454.html","Venta"
"2267",2267,65071212,"Cuauhtémoc 1146,  Del Valle Centro, Benito Juárez","Departamento",5130000,"MN",NA,89,3,2,19.3759122,-99.1598236,"Del Valle Centro","Benito Juárez","Ciudad de México","Departamento en Grand Tower Del Valle, con vista interior 89 m2 habitables + 6.3 de balcón 3 recámaras, la principal con vestidor y baño completo 2 baños (ambos con canceles) Estancia sala comedor amplia e iluminada Cocina abierta con barra de granito Cuarto de lavado separado de la cocina con puerta corrediza de cristal Persianas en todo el departamento (excelente estado) Techos de doble altura 2 estacionamientos techados e independientes 1 bodega Seguridad las 24 horas Amenidades: Lobbys Salas de negocios Salón lounge Salón de eventos Cine Ludoteca Sala de tareas Áreas verdes Juegos al aire libre Zona pet friendly Tienda (abarrotes) Lavandería Arcade Boliche Alberca semi olímpica Carriles de nado Snack Gimnasio Salón spinning Salón yoga Salón fitness Salón música Salón teen Media cancha de básquet Jacuzzis Alberca panorámica Vestidores Vapor Snack en la parte alta Asadores Fogateros Jardín Cancha de fútbol Golfito SKY cinema Cercano a vías principales como división del norte, Cuauhtémoc, ejes viales; colegios, bancos, plazas comerciales Transporte público: metrobús y metro (división del norte) Mantenimiento: $4,000 pronto pago Se aceptan créditos Bancarios, Cofinavit, Infonavit y Fovissste para todos Te ayudamos con tu crédito bancario Para más información y nuestro Aviso de Privacidad contáctanos a través de los medios disponibles Azucena Fernández propiedades Al ""Contactar"" para consultar esta propiedad, estás aceptando los ""Términos y Condiciones"" y ""Aviso de privacidad"". * Los gastos e impuestos de escrituración NO están incluidos en el precio de venta, así como el mobiliario, electrodomésticos y arte que se muestran en las fotografías. Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial.  Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles La publicación de la presente información NO representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles. No incluye el mobiliario mostrado en las fotografías.","https://www.inmuebles24.com/propiedades/departamento-en-venta-colonia-del-valle-65071212.html","Venta"
"2268",2268,65923017,"Mier y Pesado,  Del Valle Norte, Benito Juárez","Departamento",5300000,"MN",102,102,2,2,NA,NA,"Del Valle Norte","Benito Juárez","Ciudad de México","Precioso y moderno Pent House en Venta y Renta en la Colonia Del Valle. Muy moderno y luminoso. En planta alta cuenta con sala, comedor y baño de visitas, cocina equipada con barra de granito de muy buen gusto y espacio para lavasecadora. Agradable terraza en el área de estancia. En la planta de abajo, cuenta con la recámara principal con baño y vestidor y un estudio que puede ser utilizado como una segunda recámara con baño completo y clóset.  Cuenta con una segunda terraza de acceso por la recámara principal.Dos estacionamientos en paralelo y techados, de muy fácil y cómodo acceso.Cuenta con bodega.Seguridad 24/7 y lobby para visitantes.Excelentes vías de accesoLa renta es más mantenimiento de $1,700 pesos.* Se puede rentar amueblado, preguntar por el costo*Solicita una cita!!. EasyBroker ID: EB-MI0356","https://www.inmuebles24.com/propiedades/estupendo-ph-en-mier-y-pesado-con-dos-terrazas-65923017.html","Venta"
